Date,Rot,VH,Team,1st,2nd,3rd,Final,Open,Close,Puck Line,,Open OU,,Close OU,
1013,9,V,Nashville,1,0,2,3,-135,-172,-1.5,175,5,100,5,-110
1013,10,H,NewJersey,0,0,1,1,115,152,1.5,-205,5,-120,5,-110
1013,11,V,TampaBay,0,0,1,1,110,-107,1.5,-325,5.5,110,5,-130
1013,12,H,Detroit,0,1,2,3,-130,-113,-1.5,260,5.5,-130,5,110
1013,13,V,Edmonton,0,2,0,2,145,160,1.5,-177,5.5,-110,5.5,-120
1013,14,H,Dallas,1,1,2,4,-165,-180,-1.5,157,5.5,-110,5.5,100
1013,15,V,St.Louis,1,3,0,4,-125,-140,-1.5,210,5,-125,5,-110
1013,16,H,Calgary,2,0,1,3,105,120,1.5,-250,5,105,5,-110
1013,17,V,Vancouver,0,2,1,3,165,150,1.5,-177,5,-120,5,-130
1013,18,H,LosAngeles,0,0,0,0,-185,-170,-1.5,157,5,100,5,110
1014,51,V,Ottawa,1,3,3,7,120,-107,1.5,-300,5.5,-105,5.5,100
1014,52,H,Columbus,2,1,0,3,-140,-113,-1.5,240,5.5,-115,5.5,-120
1014,53,V,Chicago,0,0,0,0,-145,-142,-1.5,200,5.5,120,5.5,115
1014,54,H,Philadelphia,0,2,1,3,125,122,1.5,-240,5.5,-140,5.5,-135
1014,55,V,Boston,2,3,1,6,125,135,1.5,-210,5,-120,5.5,115
1014,56,H,Colorado,0,1,1,2,-145,-155,-1.5,180,5,100,5.5,-135
1014,57,V,Arizona,3,1,0,4,195,180,1.5,-160,5.5,120,5,-140
1014,58,H,Anaheim,0,0,0,0,-235,-210,-1.5,140,5.5,-140,5,120
1015,1,V,Nashville,1,1,1,3,105,-107,1.5,-290,5.5,105,5.5,115
1015,2,H,NYIslanders,0,2,2,4,-125,-113,-1.5,230,5.5,-125,5.5,-135
1015,3,V,Ottawa,0,0,0,0,150,156,1.5,-185,5.5,115,5.5,120
1015,4,H,Pittsburgh,0,2,0,2,-170,-176,-1.5,165,5.5,-135,5.5,-140
1015,5,V,Chicago,0,0,1,1,115,-105,1.5,-285,5.5,-110,5,-145
1015,6,H,Washington,1,1,2,4,-135,-115,-1.5,235,5.5,-110,5,125
1015,7,V,Buffalo,0,1,1,2,170,170,1.5,-175,5.5,120,5.5,120
1015,8,H,Florida,2,0,1,3,-200,-200,-1.5,155,5.5,-140,5.5,-140
1015,9,V,Dallas,2,2,1,5,155,142,1.5,-210,5.5,-125,5.5,-110
1015,10,H,TampaBay,1,0,2,3,-175,-162,-1.5,180,5.5,105,5.5,-110
1015,11,V,NYRangers,0,0,0,0,110,-103,1.5,-290,5,100,5,105
1015,12,H,Montreal,0,1,2,3,-130,-117,-1.5,230,5,-120,5,-125
1015,13,V,St.Louis,1,1,2,4,-140,-140,-1.5,200,5.5,115,5,-135
1015,14,H,Edmonton,1,0,1,2,120,120,1.5,-240,5.5,-135,5,115
1015,15,V,Minnesota,2,2,0,4,-165,-160,-1.5,190,5,-130,5,-135
1015,16,H,Arizona,0,2,1,3,145,140,1.5,-220,5,110,5,115
1016,51,V,Toronto,0,3,3,6,165,135,1.5,-210,5.5,-125,5.5,-115
1016,52,H,Columbus,1,1,1,3,-185,-155,-1.5,180,5.5,105,5.5,-105
1016,53,V,SanJose,1,0,0,2,-160,-155,-1.5,190,5,-105,5,105
1016,54,H,NewJersey,0,0,1,1,140,135,1.5,-230,5,-115,5,-125
1016,55,V,Carolina,1,2,2,5,165,150,1.5,-197,5,-120,5,-120
1016,56,H,Detroit,0,2,1,3,-185,-170,-1.5,168,5,100,5,100
1016,57,V,Calgary,1,0,0,1,140,125,1.5,-235,5.5,105,5.5,-105
1016,58,H,Winnipeg,0,1,2,3,-160,-145,-1.5,195,5.5,-125,5.5,-115
1016,59,V,Colorado,1,1,1,3,160,175,1.5,-165,5.5,100,5.5,120
1016,60,H,Anaheim,0,0,0,0,-180,-205,-1.5,145,5.5,-120,5.5,-140
1016,61,V,St.Louis,1,2,1,4,-105,110,1.5,-260,5,-105,5,-125
1016,62,H,Vancouver,0,1,2,3,-115,-130,-1.5,210,5,-115,5,105
1016,63,V,Minnesota,0,0,1,1,145,120,1.5,-230,5,-115,5,-130
1016,64,H,LosAngeles,0,1,0,2,-165,-140,-1.5,190,5,-105,5,110
1017,1,V,Detroit,0,1,0,1,140,165,1.5,-180,5,-110,5,100
1017,2,H,Montreal,0,1,3,4,-160,-185,-1.5,160,5,-110,5,-120
1017,3,V,Carolina,0,0,1,1,189,175,1.5,-160,5.5,120,5,-130
1017,4,H,Washington,1,0,3,4,-219,-205,-1.5,140,5.5,-140,5,110
1017,5,V,Nashville,1,1,1,4,-101,-114,-1.5,255,5,-130,5,-145
1017,6,H,Ottawa,0,2,1,3,-119,-106,1.5,-320,5,110,5,125
1017,7,V,Toronto,1,0,0,1,210,210,1.5,-130,5.5,-105,5.5,125
1017,8,H,Pittsburgh,2,0,0,2,-250,-250,-1.5,110,5.5,-115,5.5,-145
1017,9,V,Buffalo,1,0,0,1,239,235,1.5,-120,5.5,100,5.5,110
1017,10,H,TampaBay,0,1,1,2,-289,-285,-1.5,100,5.5,-120,5.5,-130
1017,11,V,Dallas,0,1,3,4,-111,100,1.5,-275,5.5,-110,5.5,-110
1017,12,H,Florida,0,2,0,2,-109,-120,-1.5,225,5.5,-110,5.5,-110
1017,13,V,SanJose,1,2,0,3,115,145,1.5,-200,5.5,-105,5.5,-105
1017,14,H,NYIslanders,0,3,3,6,-135,-165,-1.5,170,5.5,-115,5.5,-115
1017,15,V,Columbus,0,0,1,1,179,210,1.5,-135,5.5,105,5.5,-105
1017,16,H,Chicago,0,2,2,4,-199,-260,-1.5,115,5.5,-125,5.5,-115
1017,17,V,Boston,0,2,3,5,-113,-125,-1.5,235,5,-120,5,-125
1017,18,H,Arizona,1,0,2,3,-107,105,1.5,-285,5,100,5,105
1017,19,V,Edmonton,1,1,3,5,130,120,1.5,-235,5.5,110,5.5,130
1017,20,H,Calgary,0,1,1,2,-150,-140,-1.5,195,5.5,-130,5.5,-150
1018,51,V,NewJersey,0,1,0,2,200,195,1.5,-155,5,-105,5,115
1018,52,H,NYRangers,1,0,0,1,-240,-225,-1.5,135,5,-115,5,-135
1018,53,V,St.Louis,0,2,2,4,-115,105,1.5,-280,5,-130,5.5,125
1018,54,H,Winnipeg,0,2,0,2,-105,-125,-1.5,230,5,110,5.5,-145
1018,55,V,Minnesota,1,0,0,1,115,-105,1.5,-290,5,-125,5,-135
1018,56,H,Anaheim,2,0,2,4,-135,-115,-1.5,230,5,105,5,115
1018,57,V,Edmonton,1,0,0,2,165,180,1.5,-160,5.5,105,5.5,105
1018,58,H,Vancouver,1,0,0,1,-185,-210,-1.5,140,5.5,-125,5.5,-125
1018,59,V,Colorado,0,1,0,1,165,165,1.5,-180,5,-110,5,-130
1018,60,H,LosAngeles,1,1,0,2,-185,-185,-1.5,160,5,-110,5,110
1019,1,V,SanJose,0,0,0,0,125,-117,-1.5,255,5,-115,5,-140
1019,2,H,NYRangers,1,1,2,4,-145,-103,1.5,-320,5,-105,5,120
1020,51,V,NYIslanders,1,0,3,4,-130,-143,-1.5,193,5.5,-130,5.5,-140
1020,52,H,Columbus,0,0,0,0,110,123,1.5,-233,5.5,110,5.5,120
1020,53,V,Florida,0,0,2,2,155,130,1.5,-210,5,-120,5,-125
1020,54,H,Pittsburgh,1,0,1,3,-175,-150,-1.5,180,5,100,5,105
1020,55,V,Arizona,0,0,2,2,115,-104,1.5,-310,5,-110,5,115
1020,56,H,NewJersey,0,1,1,3,-135,-116,-1.5,250,5,-110,5,-135
1020,57,V,Dallas,1,1,0,2,-115,-115,-1.5,255,5.5,-115,5.5,-120
1020,58,H,Philadelphia,0,0,1,1,-105,-105,1.5,-320,5.5,-105,5.5,100
1020,59,V,St.Louis,0,0,0,0,120,130,1.5,-230,5,-110,5,-105
1020,60,H,Montreal,1,1,1,3,-140,-150,-1.5,190,5,-110,5,-115
1020,61,V,TampaBay,0,3,1,4,120,100,1.5,-315,5,-140,5,-110
1020,62,H,Nashville,1,2,1,5,-140,-120,-1.5,250,5,120,5,-110
1020,63,V,Washington,1,3,2,6,-125,-142,-1.5,210,5.5,105,5.5,110
1020,64,H,Calgary,1,0,1,2,105,122,1.5,-260,5.5,-125,5.5,-130
1021,1,V,Toronto,1,0,0,1,-114,-105,1.5,-290,5.5,-110,5.5,110
1021,2,H,Buffalo,0,0,1,2,-106,-115,-1.5,230,5.5,-110,5.5,-130
1021,3,V,Philadelphia,2,0,2,5,125,145,1.5,-200,5,-110,5,-135
1021,4,H,Boston,2,2,0,4,-145,-165,-1.5,170,5,-110,5,115
1021,5,V,Detroit,0,0,1,1,100,-122,-1.5,230,5,-145,5.5,120
1021,6,H,Edmonton,1,2,0,3,-120,102,1.5,-280,5,125,5.5,-140
1021,7,V,Carolina,0,0,0,1,135,114,1.5,-263,5.5,110,5.5,110
1021,8,H,Colorado,0,0,0,0,-155,-134,-1.5,213,5.5,-130,5.5,-130
1022,51,V,Arizona,1,0,0,1,190,185,1.5,-160,5,-120,5,-110
1022,52,H,NYRangers,0,1,3,4,-230,-215,-1.5,140,5,100,5,-110
1022,53,V,Dallas,2,2,0,4,115,107,1.5,-260,5.5,-105,5.5,110
1022,54,H,Pittsburgh,0,1,0,1,-135,-127,-1.5,210,5.5,-115,5.5,-130
1022,55,V,NewJersey,2,0,2,5,160,140,1.5,-230,5,-110,5,100
1022,56,H,Ottawa,1,1,2,4,-180,-160,-1.5,190,5,-110,5,-120
1022,57,V,Columbus,2,0,0,2,170,155,1.5,-196,5.5,100,5.5,115
1022,58,H,Minnesota,1,2,0,3,-200,-175,-1.5,167,5.5,-120,5.5,-135
1022,59,V,Anaheim,0,0,1,1,120,130,1.5,-230,5,-130,5.5,120
1022,60,H,Nashville,0,3,2,5,-140,-150,-1.5,190,5,110,5.5,-140
1022,61,V,Florida,1,0,1,2,165,135,1.5,-215,5,-125,5,-125
1022,62,H,Chicago,1,1,1,3,-185,-155,-1.5,185,5,105,5,105
1022,63,V,Washington,1,0,2,3,-105,-115,-1.5,240,5.5,110,5,-140
1022,64,H,Vancouver,0,2,0,2,-115,-105,1.5,-300,5.5,-130,5,120
1022,65,V,LosAngeles,2,1,1,4,100,-104,1.5,-300,5,-110,5,-120
1022,66,H,SanJose,0,1,0,1,-120,-116,-1.5,240,5,-110,5,100
1023,1,V,Montreal,1,3,3,7,-185,-149,-1.5,190,5,-130,5,-130
1023,2,H,Buffalo,0,2,0,2,165,129,1.5,-230,5,110,5,110
1023,3,V,Boston,1,2,2,5,140,158,1.5,-200,5.5,100,5.5,-125
1023,4,H,NYIslanders,2,0,1,3,-160,-178,-1.5,170,5.5,-120,5.5,105
1023,5,V,TampaBay,1,2,0,4,-105,-104,1.5,-300,5.5,100,5.5,110
1023,6,H,Winnipeg,1,1,1,3,-115,-116,-1.5,240,5.5,-120,5.5,-130
1023,7,V,Washington,3,3,1,7,-115,-117,-1.5,240,5.5,100,5.5,-105
1023,8,H,Edmonton,2,2,0,4,-105,-103,1.5,-300,5.5,-120,5.5,-115
1023,9,V,Detroit,2,0,0,2,-105,-112,-1.5,240,5.5,105,5.5,120
1023,10,H,Calgary,1,0,1,3,-115,-108,1.5,-300,5.5,-125,5.5,-140
1023,11,V,Carolina,0,0,0,0,170,155,1.5,-200,5,-110,5,110
1023,12,H,LosAngeles,1,0,2,3,-190,-175,-1.5,170,5,-110,5,-130
1024,51,V,Anaheim,0,0,0,0,120,105,1.5,-275,5,-120,5,-115
1024,52,H,Minnesota,1,2,0,3,-140,-125,-1.5,225,5,100,5,-105
1024,53,V,NYRangers,1,1,0,2,-130,-130,-1.5,225,5,-125,5,-120
1024,54,H,Philadelphia,1,1,0,3,110,110,1.5,-275,5,105,5,100
1024,55,V,NewJersey,1,2,1,4,-135,-126,-1.5,230,5,-130,5,100
1024,56,H,Buffalo,1,1,1,3,115,106,1.5,-290,5,110,5,-120
1024,57,V,Arizona,1,0,3,4,145,155,1.5,-190,5.5,-110,5.5,-115
1024,58,H,Ottawa,0,1,0,1,-165,-175,-1.5,170,5.5,-110,5.5,-105
1024,59,V,Toronto,0,2,1,3,200,200,1.5,-145,5,-120,5,-105
1024,60,H,Montreal,1,4,0,5,-240,-240,-1.5,125,5,100,5,-115
1024,61,V,Florida,2,2,2,6,-170,155,1.5,-183,5.5,-105,5.5,-105
1024,62,H,Dallas,1,0,1,2,150,-175,-1.5,163,5.5,-115,5.5,-115
1024,63,V,Pittsburgh,0,1,0,2,130,114,1.5,-260,5,-110,5,-110
1024,64,H,Nashville,0,0,1,1,-150,-134,-1.5,210,5,-110,5,-110
1024,65,V,NYIslanders,1,1,0,3,140,120,1.5,-240,5.5,100,5.5,-105
1024,66,H,St.Louis,0,0,2,2,-160,-140,-1.5,200,5.5,-120,5.5,-115
1024,67,V,TampaBay,0,0,0,0,140,125,1.5,-260,5,-140,5,-140
1024,68,H,Chicago,0,0,0,1,-160,-145,-1.5,210,5,120,5,120
1024,69,V,Columbus,2,0,2,4,115,115,1.5,-244,5.5,-110,5.5,115
1024,70,H,Colorado,1,2,0,3,-135,-135,-1.5,204,5.5,-110,5.5,-135
1024,71,V,Detroit,0,0,2,3,140,157,1.5,-200,5,-130,5,-125
1024,72,H,Vancouver,1,1,0,2,-160,-177,-1.5,170,5,110,5,105
1024,73,V,Carolina,0,2,0,2,170,172,1.5,-160,5,-120,5,-105
1024,74,H,SanJose,2,2,1,5,-200,-202,-1.5,140,5,100,5,-115
1025,1,V,Minnesota,1,2,1,4,120,125,1.5,-235,5.5,110,5,-140
1025,2,H,Winnipeg,3,2,0,5,-140,-145,-1.5,195,5.5,-130,5,120
1025,3,V,Calgary,1,0,0,1,145,125,1.5,-235,5.5,100,5.5,110
1025,4,H,NYRangers,0,2,2,4,-165,-145,-1.5,195,5.5,-120,5.5,-130
1025,5,V,LosAngeles,1,1,1,3,-135,-139,-1.5,200,5,-135,5,-125
1025,6,H,Edmonton,1,0,1,2,115,119,1.5,-240,5,115,5,105
1026,51,V,Calgary,0,0,0,0,170,180,1.5,-160,5.5,-120,5.5,-115
1026,52,H,NYIslanders,0,1,3,4,-200,-210,-1.5,140,5.5,100,5.5,-105
1026,53,V,Arizona,2,1,1,4,-105,-105,1.5,-300,5.5,100,5.5,106
1026,54,H,Toronto,1,0,2,3,-115,-115,-1.5,240,5.5,-120,5.5,-126
1026,55,V,Anaheim,0,0,0,0,130,131,1.5,-235,5,-105,5,100
1026,56,H,Chicago,0,0,0,1,-150,-151,-1.5,195,5,-115,5,-120
1027,1,V,Buffalo,2,0,1,4,175,170,1.5,-169,5,-125,5,-126
1027,2,H,Philadelphia,1,0,2,3,-205,-200,-1.5,149,5,105,5,106
1027,3,V,Columbus,0,0,3,3,115,-105,1.5,-290,5,-125,5,120
1027,4,H,NewJersey,0,0,1,1,-135,-115,-1.5,230,5,105,5,-140
1027,5,V,Arizona,0,0,0,0,160,185,1.5,-160,5.5,110,5.5,110
1027,6,H,Boston,1,2,3,6,-180,-215,-1.5,140,5.5,-130,5.5,-130
1027,7,V,Carolina,0,1,2,3,150,120,1.5,-245,5,-115,5,-115
1027,8,H,Detroit,0,1,0,1,-170,-140,-1.5,205,5,-105,5,-105
1027,9,V,Colorado,0,0,1,1,125,147,1.5,-215,5.5,120,5.5,-105
1027,10,H,Florida,1,0,3,4,-145,-167,-1.5,185,5.5,-140,5.5,-115
1027,11,V,Edmonton,1,1,1,3,165,156,1.5,-195,5,-120,5,-110
1027,12,H,Minnesota,2,0,2,4,-185,-176,-1.5,167,5,100,5,-110
1027,13,V,TampaBay,0,0,0,0,115,-107,1.5,-305,5.5,120,5.5,120
1027,14,H,St.Louis,1,0,1,2,-135,-113,-1.5,245,5.5,-140,5.5,-140
1027,15,V,LosAngeles,0,1,3,4,-105,-105,1.5,-300,5,-135,5,-130
1027,16,H,Winnipeg,0,1,0,1,-115,-115,-1.5,240,5,115,5,110
1027,17,V,Anaheim,3,0,0,3,125,165,1.5,-185,5.5,-105,5.5,110
1027,18,H,Dallas,0,3,1,4,-145,-185,-1.5,165,5.5,-115,5.5,-130
1027,19,V,Montreal,0,0,1,1,-130,-120,-1.5,240,5,-110,5,115
1027,20,H,Vancouver,3,0,2,5,110,100,1.5,-300,5,-110,5,-135
1028,51,V,Calgary,0,1,3,4,130,130,1.5,-230,5.5,-110,5.5,110
1028,52,H,Ottawa,0,2,2,5,-150,-150,-1.5,190,5.5,-110,5.5,-130
1028,53,V,Pittsburgh,0,0,3,3,125,128,1.5,-245,5,-125,5,-115
1028,54,H,Washington,0,0,1,1,-145,-148,-1.5,205,5,105,5,-105
1028,55,V,Nashville,1,0,1,2,105,-113,-1.5,240,5,-125,5,-130
1028,56,H,SanJose,0,0,1,1,-125,-107,1.5,-300,5,105,5,110
1029,1,V,Carolina,1,0,1,3,170,165,1.5,-175,5.5,105,5.5,120
1029,2,H,NYIslanders,1,1,0,2,-200,-185,-1.5,155,5.5,-125,5.5,-140
1029,3,V,Buffalo,2,0,1,3,210,180,1.5,-165,5,-130,5,-130
1029,4,H,Pittsburgh,2,2,0,4,-250,-210,-1.5,145,5,110,5,110
1029,5,V,NewJersey,0,1,3,4,130,130,1.5,-235,5,-110,5,100
1029,6,H,Philadelphia,0,1,0,1,-150,-150,-1.5,195,5,-110,5,-120
1029,7,V,Colorado,1,1,0,2,170,175,1.5,-158,5.5,100,5.5,120
1029,8,H,TampaBay,0,1,0,1,-200,-205,-1.5,143,5.5,-120,5.5,-140
1029,9,V,Chicago,1,0,0,1,-105,-105,1.5,-315,5,-125,5,-120
1029,10,H,Winnipeg,1,1,1,3,-115,-115,-1.5,250,5,105,5,100
1029,11,V,Anaheim,0,1,0,1,155,130,1.5,-230,5,-110,5,-105
1029,12,H,St.Louis,0,1,1,2,-175,-150,-1.5,190,5,-110,5,-115
1029,13,V,Vancouver,1,1,1,3,135,111,1.5,-260,5.5,-105,5.5,-110
1029,14,H,Dallas,1,0,2,4,-155,-131,-1.5,210,5.5,-115,5.5,-110
1029,15,V,Montreal,3,0,0,3,-155,-148,-1.5,190,5,-115,5,-119
1029,16,H,Edmonton,0,1,3,4,135,128,1.5,-230,5,-105,5,-101
1030,51,V,Colorado,0,1,1,2,115,110,1.5,-270,5,-125,5,-115
1030,52,H,Carolina,0,2,1,3,-135,-130,-1.5,220,5,105,5,-105
1030,53,V,Columbus,0,0,1,1,170,175,1.5,-165,5.5,-110,5.5,120
1030,54,H,Washington,0,1,1,2,-200,-205,-1.5,145,5.5,-110,5.5,-140
1030,55,V,Toronto,0,0,1,1,200,185,1.5,-150,5,-130,5,-130
1030,56,H,NYRangers,1,0,2,3,-240,-215,-1.5,130,5,110,5,110
1030,57,V,Philadelphia,0,0,1,1,-140,-130,-1.5,205,5,-125,5,-140
1030,58,H,Buffalo,1,1,1,3,120,110,1.5,-245,5,105,5,120
1030,59,V,Ottawa,1,1,1,3,115,110,1.5,-265,5.5,100,5.5,110
1030,60,H,Detroit,0,1,0,1,-135,-130,-1.5,215,5.5,-120,5.5,-130
1030,61,V,Boston,1,2,0,3,115,-106,1.5,-290,5.5,100,5,-130
1030,62,H,Florida,0,1,0,1,-135,-114,-1.5,230,5.5,-120,5,110
1030,63,V,Chicago,2,2,0,4,110,135,1.5,-240,5,-115,5,-120
1030,64,H,Minnesota,3,1,1,5,-130,-155,-1.5,200,5,-105,5,100
1030,65,V,Montreal,1,3,2,6,-130,100,1.5,-300,5,-135,5.5,110
1030,66,H,Calgary,0,2,0,2,110,-120,-1.5,240,5,115,5.5,-130
1030,67,V,Vancouver,3,1,0,4,-105,-119,-1.5,240,5,-110,5.5,120
1030,68,H,Arizona,0,2,1,3,-115,-101,1.5,-300,5,-110,5.5,-140
1031,1,V,NYIslanders,0,2,0,2,-140,-130,-1.5,225,5,-120,5,105
1031,2,H,NewJersey,2,0,0,3,120,110,1.5,-275,5,100,5,-125
1031,3,V,SanJose,0,3,0,3,125,138,1.5,-215,5.5,-105,5.5,-105
1031,4,H,Dallas,1,2,2,5,-145,-158,-1.5,185,5.5,-115,5.5,-115
1031,5,V,Nashville,0,2,1,3,115,115,1.5,-260,5,-105,5,-105
1031,6,H,LosAngeles,0,1,2,4,-135,-135,-1.5,210,5,-115,5,-115
1031,7,V,Pittsburgh,1,2,1,4,-175,-150,-1.5,190,5,-135,5,-135
1031,8,H,Toronto,0,0,0,0,155,130,1.5,-230,5,115,5,115
1031,9,V,Boston,1,0,2,3,165,165,1.5,-175,5.5,110,5.5,125
1031,10,H,TampaBay,1,0,0,1,-185,-185,-1.5,155,5.5,-130,5.5,-145
