Date,Rot,VH,Team,1st,2nd,3rd,Final,Open,Close,Open OU,,Close OU,
213,55,V,Dallas,1,2,1,4,115,130,5,-140,5,-155
213,56,H,Calgary,4,2,1,7,-135,-150,5,120,5,135
214,1,V,NYIslanders,0,3,0,4,170,140,5.5,110,5.5,110
214,2,H,NYRangers,2,1,0,3,-190,-160,5.5,-130,5.5,-130
214,3,V,Toronto,0,1,0,1,124,120,5.5,-109,5.5,-130
214,4,H,Carolina,0,3,0,3,-144,-140,5.5,-111,5.5,110
214,5,V,Montreal,0,0,0,1,-106,-125,5,-135,5,-140
214,6,H,Florida,0,0,0,0,-114,105,5,115,5,120
214,7,V,Washington,1,1,2,4,125,130,5.5,-135,5.5,-135
214,8,H,TampaBay,1,0,2,3,-145,-150,5.5,115,5.5,115
214,9,V,Phoenix,0,0,0,0,117,100,5,110,5,125
214,10,H,Nashville,0,0,3,3,-137,-120,5,-130,5,-145
214,11,V,Colorado,0,2,1,4,125,145,5,-104,5,-105
214,12,H,Minnesota,0,1,2,3,-145,-165,5,-116,5,-115
215,51,V,Boston,1,1,0,2,-140,-135,5.5,100,5.5,110
215,52,H,Buffalo,1,0,3,4,120,115,5.5,-120,5.5,-130
215,53,V,Pittsburgh,1,0,2,3,-128,-155,5.5,-120,5.5,-125
215,54,H,Winnipeg,0,0,1,1,108,135,5.5,100,5.5,105
215,55,V,Philadelphia,3,0,0,3,125,135,5,-135,5,-145
215,56,H,NewJersey,1,2,2,5,-145,-155,5,115,5,125
215,57,V,Anaheim,0,2,3,5,103,-105,5.5,-105,5.5,130
215,58,H,Detroit,0,2,0,2,-123,-115,5.5,-115,5.5,-150
215,59,V,SanJose,0,1,0,1,128,115,5.5,-105,5.5,100
215,60,H,Chicago,1,2,1,4,-148,-135,5.5,-115,5.5,-120
215,61,V,St.Louis,4,0,1,5,-115,-125,5.5,-105,5.5,100
215,62,H,Calgary,0,1,1,2,-105,105,5.5,-115,5.5,-120
215,63,V,Dallas,1,1,2,4,170,170,5,-125,5,-140
215,64,H,Vancouver,0,3,0,3,-190,-200,5,105,5,120
215,65,V,Columbus,0,0,1,1,185,155,5,-125,5,-150
215,66,H,LosAngeles,0,1,1,2,-215,-175,5,105,5,130
216,1,V,Philadelphia,0,1,0,1,120,135,5.5,105,5.5,-105
216,2,H,Montreal,1,1,2,4,-140,-155,5.5,-125,5.5,-115
216,3,V,NewJersey,0,0,1,1,-122,-115,5,-135,5,-145
216,4,H,NYIslanders,0,3,2,5,102,-105,5,115,5,125
216,5,V,Ottawa,0,0,0,0,120,120,5.5,-105,5.5,120
216,6,H,Toronto,1,0,2,3,-140,-140,5.5,-115,5.5,-140
216,7,V,TampaBay,2,1,2,6,-107,-125,5.5,-115,5.5,-120
216,8,H,Florida,1,2,2,5,-113,105,5.5,-105,5.5,100
216,9,V,Columbus,2,1,0,3,160,190,5,-130,5,-150
216,10,H,Phoenix,3,0,2,5,-180,-230,5,110,5,130
216,11,V,Anaheim,1,1,0,3,117,125,5,-105,5,105
216,12,H,Nashville,1,1,0,2,-137,-145,5,-115,5,-125
216,13,V,Colorado,3,1,0,4,120,130,5,-140,5,-145
216,14,H,Edmonton,1,2,3,6,-140,-150,5,120,5,125
217,51,V,Pittsburgh,2,0,2,4,-133,-135,5.5,-109,5.5,-115
217,52,H,Buffalo,1,1,1,3,113,115,5.5,-111,5.5,-105
217,53,V,Boston,0,2,1,3,-135,-155,5.5,-113,5.5,110
217,54,H,Winnipeg,0,2,0,2,115,135,5.5,-107,5.5,-130
217,55,V,Calgary,1,0,3,4,105,110,5.5,-110,5.5,-120
217,56,H,Dallas,0,3,0,3,-125,-130,5.5,-110,5.5,100
217,57,V,LosAngeles,0,0,2,2,113,140,5,-130,5,-140
217,58,H,Chicago,2,1,0,3,-133,-160,5,110,5,120
217,59,V,Detroit,1,1,0,2,110,120,5,-140,5,-135
217,60,H,Minnesota,0,3,0,3,-130,-140,5,120,5,115
217,61,V,Washington,1,0,0,1,135,160,5.5,110,5.5,120
217,62,H,NYRangers,0,1,1,2,-155,-180,5.5,-130,5.5,-140
217,63,V,St.Louis,1,1,1,4,122,125,5.5,105,5.5,130
217,64,H,Vancouver,2,0,1,3,-142,-145,5.5,-125,5.5,-150
218,1,V,Ottawa,0,0,1,2,150,190,5,-115,5,100
218,2,H,NewJersey,1,0,0,1,-170,-220,5,-105,5,-120
218,3,V,Philadelphia,1,3,3,7,-105,-105,5.5,-104,5.5,-125
218,4,H,NYIslanders,0,0,0,0,-115,-115,5.5,-116,5.5,105
218,5,V,Nashville,1,3,1,5,-115,-135,5,100,5,-110
218,6,H,Colorado,2,4,0,6,-105,115,5,-120,5,-110
218,7,V,Toronto,1,2,0,3,-115,-105,5.5,-105,5.5,105
218,8,H,Florida,0,0,0,0,-105,-115,5.5,-115,5.5,-125
218,9,V,Carolina,0,0,0,0,-104,105,5.5,-105,5.5,-105
218,10,H,Montreal,0,0,3,3,-116,-125,5.5,-115,5.5,-115
218,11,V,Calgary,0,0,0,0,145,150,5.5,100,5.5,-110
218,12,H,Phoenix,1,0,3,4,-165,-170,5.5,-120,5.5,-110
218,13,V,Columbus,1,0,1,2,170,190,5.5,105,5.5,110
218,14,H,Anaheim,2,0,1,3,-200,-220,5.5,-125,5.5,-130
219,51,V,Winnipeg,1,1,0,2,115,125,5.5,-115,5.5,-115
219,52,H,Buffalo,0,1,0,1,-135,-145,5.5,-105,5.5,-105
219,53,V,Montreal,0,1,2,3,124,140,5,-115,5,-110
219,54,H,NYRangers,0,1,0,1,-144,-160,5,-105,5,-110
219,55,V,Toronto,1,0,1,2,126,140,6,-109,6,-115
219,56,H,TampaBay,1,1,2,4,-146,-160,6,-111,6,-105
219,57,V,NYIslanders,0,0,1,1,106,110,5.5,-111,5.5,130
219,58,H,Ottawa,0,2,1,3,-126,-130,5.5,-109,5.5,-150
219,59,V,Detroit,1,0,2,3,115,100,5,-104,5,100
219,60,H,Nashville,2,0,1,4,-135,-120,5,-116,5,-120
219,61,V,SanJose,0,1,1,2,136,105,5.5,100,5.5,125
219,62,H,St.Louis,1,0,0,1,-156,-125,5.5,-120,5.5,-145
219,63,V,Vancouver,1,0,2,3,112,105,5.5,105,5.5,130
219,64,H,Chicago,0,3,0,4,-132,-125,5.5,-125,5.5,-150
219,65,V,LosAngeles,0,1,2,3,-113,-125,5,-125,5,-140
219,66,H,Edmonton,0,1,0,1,-107,105,5,105,5,120
220,1,V,Philadelphia,2,1,3,6,148,170,5.5,-117,5.5,-130
220,2,H,Pittsburgh,2,0,3,5,-168,-190,5.5,-103,5.5,110
220,3,V,LosAngeles,2,0,1,3,-118,100,5.5,-102,5.5,125
220,4,H,Calgary,1,0,0,1,-102,-120,5.5,-118,5.5,-145
220,5,V,St.Louis,0,0,0,0,-120,-120,5.5,-102,5.5,120
220,6,H,Colorado,0,0,0,1,100,100,5.5,-118,5.5,-140
221,51,V,Winnipeg,1,0,3,4,130,125,5.5,-110,5.5,105
221,52,H,Carolina,1,0,2,3,-150,-145,5.5,-110,5.5,-125
221,53,V,NewJersey,0,1,2,3,-115,-120,5,-115,5,-125
221,54,H,Washington,0,2,0,2,-105,100,5,-105,5,105
221,55,V,Buffalo,1,0,0,1,125,100,5.5,100,5.5,115
221,56,H,Toronto,0,2,1,3,-145,-120,5.5,-120,5.5,-135
221,57,V,Florida,3,1,1,5,127,125,5.5,-102,5.5,100
221,58,H,Philadelphia,0,0,2,2,-147,-145,5.5,-118,5.5,-120
221,59,V,NYRangers,0,0,2,2,-120,-140,5,-105,5,110
221,60,H,Ottawa,1,0,1,3,100,120,5,-115,5,-130
221,61,V,NYIslanders,0,2,1,4,140,130,5.5,105,5.5,120
221,62,H,Montreal,2,1,0,3,-160,-150,5.5,-125,5.5,-140
221,63,V,Boston,2,1,1,4,-115,-125,5.5,-117,5.5,-125
221,64,H,TampaBay,1,1,0,2,-105,105,5.5,-103,5.5,105
221,65,V,Columbus,1,0,2,3,157,155,5.5,-107,5.5,-105
221,66,H,Detroit,2,0,0,2,-177,-175,5.5,-113,5.5,-115
221,67,V,Vancouver,1,1,2,4,-145,-150,5.5,110,5.5,135
221,68,H,Dallas,1,1,1,3,125,130,5.5,-130,5.5,-155
221,69,V,Minnesota,0,1,2,3,100,100,5,-104,5,-115
221,70,H,Edmonton,0,1,0,1,-120,-120,5,-116,5,-105
222,1,V,Florida,0,1,0,1,185,210,5.5,-105,5.5,-115
222,2,H,Pittsburgh,0,1,2,3,-215,-250,5.5,-115,5.5,-105
222,3,V,Vancouver,0,0,1,1,-114,-105,5,110,5,120
222,4,H,Nashville,0,0,0,0,-106,-115,5,-130,5,-140
222,5,V,SanJose,1,0,0,1,118,125,5.5,105,5.5,120
222,6,H,Chicago,0,1,1,2,-138,-145,5.5,-125,5.5,-140
223,51,V,NewJersey,0,1,0,1,-115,-115,5,-115,5,-125
223,52,H,Washington,0,1,4,5,-105,-105,5,-105,5,105
223,53,V,Winnipeg,1,2,0,3,125,130,5.5,-130,5.5,-125
223,54,H,Philadelphia,1,1,3,5,-145,-150,5.5,110,5.5,105
223,55,V,Phoenix,1,1,0,2,-104,-135,5,-115,5,-120
223,56,H,Edmonton,0,1,1,3,-116,115,5,-105,5,100
223,57,V,Colorado,0,1,0,1,150,160,5,-110,5,105
223,58,H,LosAngeles,2,2,0,4,-170,-180,5,-110,5,-125
223,59,V,Nashville,0,0,0,0,107,110,5,105,5,100
223,60,H,Detroit,1,2,1,4,-127,-130,5,-125,5,-120
223,61,V,TampaBay,1,0,4,5,105,100,6,-110,6,-110
223,62,H,Carolina,0,0,2,2,-125,-120,6,-110,6,-110
223,63,V,NYRangers,0,0,0,0,100,110,5,105,5,115
223,64,H,Montreal,0,3,0,3,-120,-130,5,-125,5,-135
223,65,V,NYIslanders,0,2,2,4,100,105,5.5,-110,5.5,-110
223,66,H,Buffalo,0,0,0,0,-120,-125,5.5,-110,5.5,-110
223,67,V,Toronto,1,0,1,2,-114,-120,5,-115,5,-125
223,68,H,Ottawa,1,1,1,3,-106,100,5,-105,5,105
223,69,V,Columbus,0,1,0,1,185,200,5.5,100,5.5,125
223,70,H,St.Louis,1,0,1,2,-215,-240,5.5,-120,5.5,-145
223,71,V,SanJose,0,0,1,1,-129,-120,5.5,120,5.5,120
223,72,H,Dallas,0,1,2,3,109,100,5.5,-140,5.5,-140
223,73,V,Minnesota,1,0,0,1,-105,-110,5,-110,5,-115
223,74,H,Calgary,1,0,2,3,-115,-110,5,-110,5,-105
224,1,V,Boston,2,1,1,4,-142,-170,5.5,110,5.5,130
224,2,H,Florida,1,0,0,1,122,150,5.5,-130,5.5,-150
224,3,V,Winnipeg,1,2,1,4,143,145,5.5,115,5.5,125
224,4,H,NewJersey,2,0,0,2,-163,-165,5.5,-135,5.5,-145
224,5,V,Vancouver,3,0,0,3,-115,-150,5.5,110,5.5,130
224,6,H,Detroit,2,3,3,8,-105,130,5.5,-130,5.5,-150
224,7,V,Columbus,0,0,0,0,210,230,5.5,-105,5.5,105
224,8,H,Chicago,0,1,0,1,-250,-290,5.5,-115,5.5,-125
224,9,V,Carolina,0,2,2,4,-106,110,5.5,-115,5.5,-125
224,10,H,NYIslanders,2,0,0,2,-114,-130,5.5,-105,5.5,105
224,11,V,TampaBay,0,2,1,3,150,160,6,-105,6,-115
224,12,H,Pittsburgh,3,1,1,5,-170,-180,6,-115,6,-105
224,13,V,Colorado,2,1,0,3,157,170,5.5,115,5.5,130
224,14,H,Anaheim,0,2,1,4,-177,-190,5.5,-135,5.5,-150
224,15,V,Phoenix,0,2,2,4,-104,-110,5.5,110,5.5,130
224,16,H,Calgary,1,2,2,5,-116,-110,5.5,-130,5.5,-150
225,51,V,Toronto,1,1,2,4,108,135,5.5,-106,5.5,-130
225,52,H,Philadelphia,0,1,1,2,-128,-155,5.5,-114,5.5,110
225,53,V,Montreal,0,1,0,1,-119,-135,5,105,5,100
225,54,H,Ottawa,0,1,0,2,-101,115,5,-125,5,-120
225,55,V,Dallas,0,4,0,4,136,130,5,100,5,100
225,56,H,Nashville,1,2,1,5,-156,-150,5,-120,5,-120
225,57,V,Edmonton,1,1,0,2,175,170,5.5,115,5.5,120
225,58,H,Chicago,1,0,1,3,-195,-190,5.5,-135,5.5,-140
225,59,V,Anaheim,0,2,0,2,118,135,5,-113,5,-115
225,60,H,LosAngeles,0,2,3,5,-138,-155,5,-107,5,-105
226,1,V,Dallas,1,2,1,5,-109,-115,5.5,120,5.5,120
226,2,H,Columbus,0,2,2,4,-111,-105,5.5,-140,5.5,-140
226,3,V,Carolina,0,0,0,0,108,120,5.5,-116,5.5,100
226,4,H,Washington,1,1,1,3,-128,-140,5.5,-104,5.5,-120
226,5,V,Winnipeg,0,3,1,4,137,150,5.5,122,5.5,125
226,6,H,NYRangers,0,1,2,3,-157,-170,5.5,-142,5.5,-145
226,7,V,Buffalo,1,0,1,2,131,135,6,100,6,-115
226,8,H,TampaBay,1,0,0,1,-151,-155,6,-120,6,-105
226,9,V,Pittsburgh,0,4,0,4,-167,-155,5.5,105,5.5,110
226,10,H,Florida,1,3,2,6,147,135,5.5,-125,5.5,-130
226,11,V,Boston,1,2,1,4,-142,-155,5.5,100,5.5,-105
226,12,H,NYIslanders,1,0,0,1,122,135,5.5,-120,5.5,-115
226,13,V,Calgary,1,0,0,1,128,135,5,-113,5,-125
226,14,H,Minnesota,0,0,1,2,-148,-155,5,-107,5,105
226,15,V,Phoenix,1,1,2,4,160,170,5,-122,5,-105
226,16,H,Vancouver,0,1,1,2,-180,-190,5,102,5,-115
226,17,V,Colorado,1,0,1,2,157,170,5.5,120,5.5,130
226,18,H,SanJose,1,1,0,3,-177,-200,5.5,-140,5.5,-150
227,51,V,Washington,0,0,1,1,129,135,5.5,-127,5.5,-135
227,52,H,Philadelphia,2,2,0,4,-149,-155,5.5,107,5.5,115
227,53,V,Montreal,1,1,3,5,-112,-110,5,-118,5,-120
227,54,H,Toronto,1,1,0,2,-108,-110,5,-102,5,100
227,55,V,Nashville,0,1,0,1,110,115,5,110,5,-105
227,56,H,Anaheim,3,2,0,5,-130,-135,5,-130,5,-115
227,57,V,Detroit,1,0,0,1,128,135,5,-113,5,-130
227,58,H,LosAngeles,0,0,2,2,-148,-155,5,-107,5,110
228,1,V,TampaBay,1,0,0,1,117,135,5.5,-110,5.5,-105
228,2,H,NYRangers,2,1,1,4,-137,-155,5.5,-110,5.5,-115
228,3,V,Toronto,1,3,0,5,101,115,5.5,-110,5.5,-110
228,4,H,NYIslanders,1,1,2,4,-121,-135,5.5,-110,5.5,-110
228,5,V,Ottawa,0,1,0,1,170,180,5,-114,5,-105
228,6,H,Boston,0,1,0,2,-190,-210,5,-106,5,-115
228,7,V,Pittsburgh,1,0,0,1,-134,-145,5.5,-111,5.5,-115
228,8,H,Carolina,1,3,0,4,114,125,5.5,-109,5.5,-105
228,9,V,Buffalo,3,0,0,4,-106,-105,5.5,105,5.5,105
228,10,H,Florida,2,0,1,3,-114,-115,5.5,-125,5.5,-125
228,11,V,NewJersey,0,1,0,1,-111,-105,5.5,110,5.5,130
228,12,H,Winnipeg,1,0,2,3,-109,-115,5.5,-130,5.5,-150
228,13,V,Chicago,1,0,2,3,-104,-110,5,-127,5,-135
228,14,H,St.Louis,0,0,0,0,-116,-110,5,107,5,115
228,15,V,Edmonton,2,1,2,5,123,120,5,-127,5,-140
228,16,H,Dallas,0,0,1,1,-143,-140,5,107,5,120
228,17,V,Calgary,3,1,0,4,-105,105,5,-117,5,-150
228,18,H,Colorado,0,2,3,5,-115,-125,5,-103,5,130
228,19,V,Minnesota,2,2,0,4,119,115,5,-102,5,115
228,20,H,Phoenix,0,1,2,3,-139,-135,5,-118,5,-135
228,21,V,Detroit,0,0,1,2,145,160,5.5,120,5.5,120
228,22,H,SanJose,0,0,1,1,-165,-180,5.5,-140,5.5,-140
301,51,V,Edmonton,2,0,0,2,155,145,5,-118,5,-120
301,52,H,St.Louis,0,2,2,4,-175,-165,5,-102,5,100
301,53,V,Columbus,1,1,1,3,235,230,5.5,120,5.5,125
301,54,H,Chicago,1,2,0,4,-285,-290,5.5,-140,5.5,-145
301,55,V,Minnesota,0,0,2,2,140,170,5,-104,5,-110
301,56,H,Anaheim,2,1,0,3,-160,-190,5,-116,5,-110
302,1,V,Ottawa,0,1,0,1,135,150,5.5,120,5.5,125
302,2,H,Philadelphia,0,2,0,2,-155,-170,5.5,-140,5.5,-145
302,3,V,TampaBay,2,0,0,2,175,155,5.5,-125,5.5,-130
302,4,H,Boston,0,2,1,3,-195,-175,5.5,105,5.5,110
302,5,V,Washington,0,1,2,3,115,120,5.5,100,5.5,120
302,6,H,Winnipeg,0,0,0,0,-135,-140,5.5,-120,5.5,-140
302,7,V,NewJersey,0,1,2,3,100,-130,5,-120,5,-115
302,8,H,Buffalo,0,1,2,4,-120,110,5,100,5,-105
302,9,V,Pittsburgh,1,3,2,7,100,-105,5.5,120,5.5,125
302,10,H,Montreal,1,3,2,6,-120,-115,5.5,-140,5.5,-145
302,11,V,Florida,1,1,0,2,135,140,5.5,105,5.5,105
302,12,H,Carolina,3,2,1,6,-155,-160,5.5,-125,5.5,-125
302,13,V,Anaheim,1,2,1,4,100,-105,5,-120,5,-130
302,14,H,Phoenix,1,1,2,5,-120,-115,5,100,5,110
302,15,V,LosAngeles,0,2,0,2,130,105,5,-110,5,-105
302,16,H,Vancouver,1,3,1,5,-150,-125,5,-110,5,-115
302,17,V,Nashville,0,0,1,1,120,125,5,115,5,120
302,18,H,SanJose,1,1,0,2,-140,-145,5,-135,5,-140
303,51,V,Chicago,0,0,1,2,-125,-115,5.5,110,5.5,125
303,52,H,Detroit,0,0,1,1,105,-105,5.5,-130,5.5,-145
303,53,V,St.Louis,1,0,0,1,-110,-115,5,-130,5,-135
303,54,H,Dallas,2,0,2,4,-110,-105,5,110,5,115
303,55,V,Colorado,0,1,0,1,-115,-145,5.5,115,5.5,120
303,56,H,Columbus,0,0,1,2,-105,125,5.5,-135,5.5,-140
303,57,V,Ottawa,0,1,1,2,120,140,5,-120,5.5,110
303,58,H,NYIslanders,1,0,1,3,-140,-160,5,100,5.5,-130
303,59,V,Carolina,2,1,0,3,-104,-145,5.5,105,5.5,100
303,60,H,Florida,0,1,1,2,-116,125,5.5,-125,5.5,-120
303,61,V,Montreal,2,0,2,4,139,160,5,-104,5,-135
303,62,H,Boston,1,2,0,3,-159,-180,5,-116,5,115
303,63,V,Buffalo,0,1,1,2,150,190,5,-125,5,-120
303,64,H,NYRangers,0,0,2,3,-170,-220,5,105,5,100
303,65,V,Edmonton,1,0,1,2,120,130,5,100,5,100
303,66,H,Minnesota,1,0,3,4,-140,-150,5,-120,5,-120
303,67,V,Vancouver,1,1,0,2,-135,-130,5,-125,5,-140
303,68,H,Calgary,1,1,2,4,115,110,5,105,5,120
304,1,V,NewJersey,0,2,0,2,100,100,5,-125,5,-135
304,2,H,Toronto,1,0,3,4,-120,-120,5,105,5,115
304,3,V,TampaBay,0,2,1,3,160,150,6,-104,6,-120
304,4,H,Pittsburgh,1,0,3,4,-180,-170,6,-116,6,100
304,5,V,Anaheim,1,1,2,4,-105,-110,5,-130,5,-150
304,6,H,Phoenix,0,2,2,5,-115,-110,5,110,5,130
304,7,V,Nashville,0,0,1,1,130,130,5,122,5,140
304,8,H,LosAngeles,0,1,4,5,-150,-150,5,-142,5,-160
305,51,V,Edmonton,2,1,0,3,-120,-125,5.5,115,5.5,120
305,52,H,Columbus,2,1,0,4,100,105,5.5,-135,5.5,-140
305,53,V,TampaBay,1,2,2,5,115,110,5.5,-110,5.5,-110
305,54,H,NewJersey,0,0,2,2,-135,-130,5.5,-110,5.5,-110
305,55,V,Boston,3,0,0,3,-135,-155,5.5,120,5.5,125
305,56,H,Washington,0,2,1,4,115,135,5.5,-140,5.5,-145
305,57,V,Buffalo,0,0,3,3,117,115,5.5,100,5.5,110
305,58,H,Carolina,1,1,2,4,-137,-135,5.5,-120,5.5,-130
305,59,V,Montreal,1,1,1,3,-115,-120,5.5,115,5.5,115
305,60,H,NYIslanders,0,3,3,6,-105,100,5.5,-135,5.5,-135
305,61,V,Philadelphia,2,0,0,2,130,115,5.5,115,5.5,125
305,62,H,NYRangers,2,0,2,4,-150,-135,5.5,-135,5.5,-145
305,63,V,Winnipeg,0,1,0,1,-104,-125,5.5,100,5.5,100
305,64,H,Florida,1,2,1,4,-116,105,5.5,-120,5.5,-120
305,65,V,Colorado,0,0,1,1,135,150,5.5,100,5.5,105
305,66,H,Detroit,0,2,0,2,-155,-170,5.5,-120,5.5,-125
305,67,V,Minnesota,1,0,2,3,175,160,5,-110,5,-105
305,68,H,Chicago,4,0,1,5,-195,-180,5,-110,5,-115
305,69,V,SanJose,1,1,0,3,125,120,5,-110,5,-105
305,70,H,Vancouver,0,2,0,2,-145,-140,5,-110,5,-115
305,71,V,St.Louis,2,2,0,4,110,115,5,-110,5,105
305,72,H,LosAngeles,1,1,4,6,-130,-135,5,-110,5,-125
306,1,V,Ottawa,0,1,3,4,140,130,5,-113,5,-125
306,2,H,Toronto,2,1,2,5,-160,-150,5,-107,5,105
306,3,V,Colorado,1,1,0,2,185,190,5.5,110,5.5,125
306,4,H,Chicago,1,0,2,3,-215,-230,5.5,-130,5.5,-145
306,5,V,SanJose,0,1,0,1,-104,105,5,-125,5,-130
306,6,H,Calgary,1,0,3,4,-116,-125,5,105,5,110
306,7,V,Phoenix,0,0,0,0,129,140,5.5,105,5.5,115
306,8,H,Anaheim,1,0,1,2,-149,-160,5.5,-125,5.5,-135
307,51,V,Vancouver,0,0,1,1,-174,-165,5.5,-103,5.5,125
307,52,H,Columbus,1,0,0,2,154,145,5.5,-117,5.5,-145
307,53,V,Florida,0,0,1,1,142,140,5.5,102,5.5,130
307,54,H,Washington,4,1,2,7,-162,-160,5.5,-122,5.5,-150
307,55,V,Montreal,2,0,2,4,-112,-115,5.5,102,5.5,110
307,56,H,Carolina,0,2,0,2,-108,-105,5.5,-122,5.5,-130
307,57,V,Buffalo,0,1,1,2,105,125,5,-125,5,-155
307,58,H,NewJersey,0,0,2,3,-125,-145,5,105,5,135
307,59,V,NYRangers,0,0,1,2,-108,-115,5.5,108,5.5,110
307,60,H,NYIslanders,1,0,0,1,-112,-105,5.5,-128,5.5,-130
307,61,V,Pittsburgh,1,3,1,5,-113,-135,6,-109,6,-130
307,62,H,Philadelphia,4,0,0,4,-107,115,6,-111,6,110
307,63,V,Toronto,0,1,1,2,170,180,5.5,107,5.5,105
307,64,H,Boston,1,2,1,4,-190,-210,5.5,-127,5.5,-125
307,65,V,Winnipeg,1,0,1,2,121,130,6,-108,6,-110
307,66,H,TampaBay,0,0,1,1,-141,-150,6,-112,6,-110
307,67,V,Edmonton,0,0,0,0,142,145,5.5,107,5.5,120
307,68,H,Detroit,0,2,1,3,-162,-165,5.5,-127,5.5,-140
307,69,V,St.Louis,1,3,2,6,-109,-120,5,-135,5,-140
307,70,H,Phoenix,1,1,1,3,-111,100,5,115,5,120
307,71,V,Dallas,1,1,3,5,142,150,5,-109,5,-125
307,72,H,LosAngeles,1,1,0,2,-162,-170,5,-111,5,105
308,1,V,Ottawa,2,0,1,3,154,150,5,-104,5,-105
308,2,H,NYRangers,2,0,0,2,-174,-170,5,-116,5,-115
308,3,V,Winnipeg,2,0,0,3,-107,-125,5.5,-114,5.5,-110
308,4,H,Florida,1,0,1,2,-113,105,5.5,-106,5.5,-110
308,5,V,Edmonton,0,0,0,0,142,155,5,-105,5,-105
308,6,H,Nashville,2,2,2,6,-162,-175,5,-115,5,-115
308,7,V,Chicago,1,0,1,2,-140,-140,5.5,112,5.5,125
308,8,H,Colorado,1,4,1,6,120,120,5.5,-132,5.5,-145
308,9,V,Calgary,0,0,0,0,142,145,5.5,107,5.5,115
308,10,H,Anaheim,1,2,1,4,-162,-165,5.5,-127,5.5,-135
309,51,V,Washington,0,1,1,2,100,-115,5.5,-114,5.5,-120
309,52,H,NYIslanders,1,1,3,5,-120,-105,5.5,-106,5.5,100
309,53,V,Philadelphia,0,0,0,0,153,150,5.5,-110,5.5,-105
309,54,H,Boston,3,0,0,3,-173,-170,5.5,-110,5.5,-115
309,55,V,Detroit,0,0,0,0,-137,-135,5.5,107,5.5,120
309,56,H,Columbus,1,2,0,3,117,115,5.5,-127,5.5,-140
309,57,V,St.Louis,1,0,2,4,102,110,5,-115,5,-120
309,58,H,SanJose,1,2,0,3,-122,-130,5,-105,5,100
309,59,V,NewJersey,1,0,2,3,-106,120,5.5,107,5.5,110
309,60,H,Carolina,2,3,1,6,-114,-140,5.5,-127,5.5,-130
309,61,V,Pittsburgh,3,1,0,5,-135,-140,6,-110,6,-115
309,62,H,Toronto,1,2,1,4,115,120,6,-110,6,-105
309,63,V,Montreal,0,1,3,4,-107,-105,5.5,-133,5.5,-110
309,64,H,TampaBay,0,3,0,3,-113,-115,5.5,113,5.5,-110
309,65,V,Dallas,0,1,0,1,107,110,5.5,117,5.5,120
309,66,H,Phoenix,1,1,0,2,-127,-130,5.5,-137,5.5,-140
309,67,V,Minnesota,0,1,0,2,112,105,5,115,5,120
309,68,H,Nashville,0,0,1,1,-132,-125,5,-135,5,-140
309,69,V,Calgary,2,0,0,2,158,190,5,-115,5,-130
309,70,H,LosAngeles,3,1,2,6,-178,-220,5,-105,5,110
310,1,V,NYRangers,1,2,1,4,-120,-125,5,-120,5,-135
310,2,H,Washington,1,0,0,1,100,105,5,100,5,115
310,3,V,Columbus,0,2,0,3,170,170,5.5,115,5.5,140
310,4,H,Detroit,0,1,1,2,-190,-200,5.5,-135,5.5,-160
310,5,V,Montreal,2,2,1,5,-137,-135,5.5,101,5.5,100
310,6,H,Florida,0,0,2,2,117,115,5.5,-121,5.5,-120
310,7,V,NYIslanders,0,1,0,1,175,170,5.5,-135,6,-110
310,8,H,Pittsburgh,3,2,1,6,-195,-190,5.5,115,6,-110
310,9,V,Edmonton,4,2,0,6,180,190,5.5,121,5.5,125
310,10,H,Chicago,0,4,1,5,-210,-220,5.5,-141,5.5,-145
310,11,V,Winnipeg,1,1,0,2,107,110,5.5,-104,5.5,110
310,12,H,NewJersey,2,0,0,3,-127,-130,5.5,-116,5.5,-130
310,13,V,Buffalo,1,0,1,2,122,120,5.5,-115,5.5,-110
310,14,H,Philadelphia,2,1,0,3,-142,-140,5.5,-105,5.5,-110
310,15,V,St.Louis,1,0,1,2,113,130,5.5,-104,5.5,100
310,16,H,Anaheim,0,1,3,4,-133,-150,5.5,-116,5.5,-120
310,17,V,Vancouver,0,1,1,2,-125,-130,5,-110,5,-105
310,18,H,Minnesota,2,1,1,4,105,110,5,-110,5,-115
310,19,V,SanJose,0,1,1,2,-102,110,5,-125,5,-135
310,20,H,Colorado,1,1,0,3,-118,-130,5,105,5,115
311,51,V,Boston,1,1,0,3,-145,-170,5,-105,5,-125
311,52,H,Ottawa,2,0,0,2,125,150,5,-115,5,105
311,53,V,Calgary,0,0,1,1,170,180,5,-120,5,-145
311,54,H,LosAngeles,2,0,1,3,-200,-210,5,100,5,125
312,1,V,Vancouver,0,1,0,2,-143,-150,5.5,117,5.5,125
312,2,H,Columbus,0,1,0,1,123,130,5.5,-137,5.5,-145
312,3,V,NYRangers,0,1,0,1,-132,-155,5,-115,5,-120
312,4,H,Buffalo,0,2,1,3,112,135,5,-105,5,100
312,5,V,Carolina,1,2,1,4,108,-105,5.5,-109,5.5,-105
312,6,H,Washington,0,0,0,0,-128,-115,5.5,-111,5.5,-115
312,7,V,Boston,2,0,0,2,113,115,5.5,-118,5.5,-125
312,8,H,Pittsburgh,0,0,3,3,-133,-135,5.5,-102,5.5,105
312,9,V,TampaBay,2,0,1,3,-116,-140,5.5,-133,5.5,-140
