,home_goals,home_pim,home_shots,home_powerPlayPercentage,home_powerPlayGoals,home_powerPlayOpportunities,home_faceOffWinPercentage,home_blocked,home_takeaways,home_giveaways,home_hits,away_goals,away_pim,away_shots,away_powerPlayPercentage,away_powerPlayGoals,away_powerPlayOpportunities,away_faceOffWinPercentage,away_blocked,away_takeaways,away_giveaways,away_hits
6066,7,37,35,33.3,0,0,49.2,11,10,9,44,2,61,23,50.0,0,0,50.8,7,6,4,33
6067,2,16,25,0.0,0,0,,13,6,6,19,5,12,31,50.0,0,0,,10,4,4,15
6068,1,8,35,0.0,0,0,,10,9,14,12,3,12,14,0.0,0,0,,24,7,8,15
6069,5,32,36,57.1,0,0,53.7,13,4,9,36,5,31,31,50.0,0,0,46.3,19,0,7,28
6070,1,0,40,0.0,0,0,59.0,11,6,11,28,4,4,23,0.0,0,0,41.0,29,7,10,25
6071,4,8,40,25.0,0,0,61.5,17,9,18,43,2,8,22,0.0,0,0,38.5,14,7,8,23
6072,3,6,24,0.0,0,0,55.4,10,8,1,47,3,4,29,0.0,0,0,44.6,12,1,2,21
6073,3,13,28,25.0,0,0,42.3,18,11,9,38,5,17,28,0.0,0,0,57.7,14,6,4,32
6074,4,10,30,0.0,0,0,,0,0,0,0,0,4,14,0.0,0,0,,0,0,0,0
6075,2,8,27,40.0,0,0,,0,0,0,0,2,12,32,0.0,0,0,,0,0,0,0
6076,1,2,27,0.0,0,0,40.0,22,2,13,39,4,4,34,0.0,0,0,60.0,26,7,5,22
6077,2,20,24,16.7,0,0,44.3,14,6,24,19,5,18,34,28.6,0,0,55.7,15,10,12,9
6078,2,11,31,16.7,0,0,62.1,16,5,8,23,4,17,31,50.0,0,0,37.9,22,4,4,38
6079,2,12,39,33.3,0,0,,18,3,7,14,2,10,28,25.0,0,0,,15,2,2,9
6080,1,13,32,0.0,0,0,52.4,9,7,8,21,3,11,31,25.0,0,0,47.6,18,9,9,21
6081,1,4,48,16.7,0,0,,5,8,8,15,4,12,18,0.0,0,0,,19,3,7,7
6082,1,12,32,0.0,0,0,,13,20,3,26,0,14,15,0.0,0,0,,7,18,9,17
6083,3,10,28,33.3,0,0,58.2,22,2,23,29,1,6,38,0.0,0,0,41.8,15,3,8,50
6084,1,19,21,0.0,0,0,,0,0,0,0,1,31,26,0.0,0,0,,0,0,0,0
6085,0,34,29,0.0,0,0,,0,0,0,0,3,20,32,0.0,0,0,,0,0,0,0
6086,4,6,32,50.0,0,0,53.6,18,9,18,29,2,6,27,0.0,0,0,46.4,10,12,9,18
6087,2,17,26,28.6,0,0,35.7,13,7,13,36,4,23,27,0.0,0,0,64.3,16,8,17,39
6088,0,16,28,0.0,0,0,,8,6,9,29,4,18,18,33.3,0,0,,12,4,8,17
6089,3,12,21,20.0,0,0,,11,0,8,26,0,12,21,0.0,0,0,,11,2,4,27
6090,3,16,31,0.0,0,0,52.2,7,3,3,31,2,8,33,0.0,0,0,47.8,8,4,5,33
6091,5,4,30,0.0,0,0,69.1,20,13,12,15,2,4,30,0.0,0,0,30.9,16,11,9,6
6092,1,11,23,33.3,0,0,54.7,15,7,10,27,1,23,34,50.0,0,0,45.3,17,6,11,30
6093,0,6,46,0.0,0,0,67.9,11,1,9,18,5,8,19,33.3,0,0,32.1,16,7,9,16
6094,3,4,27,100.0,0,0,34.5,25,12,9,14,0,2,33,0.0,0,0,65.5,8,6,21,13
6095,1,4,37,0.0,0,0,,9,3,24,12,2,6,32,0.0,0,0,,13,3,8,18
6096,1,7,31,0.0,0,0,45.3,4,6,4,14,4,7,25,100.0,0,0,54.7,5,2,5,17
6097,3,8,31,25.0,0,0,,10,8,4,11,3,8,35,75.0,0,0,,6,6,7,8
6098,3,8,37,33.3,0,0,,15,4,12,14,3,12,35,25.0,0,0,,12,1,6,19
6099,3,6,32,0.0,0,0,50.0,24,4,8,24,1,6,31,0.0,0,0,50.0,15,6,5,21
6100,3,14,21,16.7,0,0,58.3,14,5,11,28,2,16,30,20.0,0,0,41.7,17,3,12,20
6101,0,49,26,0.0,0,0,51.8,16,10,8,35,4,31,33,50.0,0,0,48.2,13,7,8,31
6102,3,10,28,0.0,0,0,46.8,26,7,13,16,1,10,35,0.0,0,0,53.2,15,10,12,17
6103,2,4,26,0.0,0,0,,15,11,27,16,3,10,26,0.0,0,0,,15,19,10,14
6104,1,8,34,0.0,0,0,62.3,14,5,12,24,3,8,32,25.0,0,0,37.7,20,3,15,23
6105,7,14,33,0.0,0,0,,18,12,2,32,2,8,27,0.0,0,0,,13,9,3,10
6106,4,4,32,0.0,0,0,58.5,13,5,12,39,3,4,18,100.0,0,0,41.5,24,2,10,23
6107,5,10,24,25.0,0,0,54.8,4,4,5,18,1,10,28,0.0,0,0,45.2,7,6,3,15
6108,1,18,29,16.7,0,0,,9,4,3,28,3,22,29,50.0,0,0,,15,4,2,28
6109,5,6,27,0.0,0,0,44.2,13,5,7,19,2,16,32,33.3,0,0,55.8,11,6,6,14
6110,1,16,25,0.0,0,0,65.6,13,10,8,37,4,10,28,0.0,0,0,34.4,13,8,10,21
6111,5,10,41,28.6,0,0,,4,13,19,16,3,14,26,40.0,0,0,,8,3,4,12
6112,4,8,28,20.0,0,0,50.0,9,12,7,23,2,10,24,50.0,0,0,50.0,20,7,7,31
6113,1,6,36,25.0,0,0,32.3,5,9,4,12,3,10,25,50.0,0,0,67.7,23,4,4,16
6114,3,12,25,20.0,0,0,62.7,14,8,9,19,1,12,18,20.0,0,0,37.3,11,13,3,19
6115,3,13,25,33.3,0,0,,19,5,9,27,5,13,35,0.0,0,0,,14,8,9,18
6116,3,11,31,16.7,0,0,51.7,11,10,3,9,0,19,34,0.0,0,0,48.3,10,1,2,16
6117,4,58,31,0.0,0,0,,12,7,10,22,2,38,32,0.0,0,0,,12,7,7,16
6118,3,6,32,25.0,0,0,48.5,16,10,8,19,0,8,42,0.0,0,0,51.5,15,8,7,18
6119,4,8,26,0.0,0,0,,13,5,19,11,3,8,33,50.0,0,0,,8,1,19,17
6120,6,4,31,0.0,0,0,50.0,14,8,11,23,7,6,34,50.0,0,0,50.0,29,11,8,23
6121,5,8,35,33.3,0,0,50.0,11,2,9,16,1,6,43,25.0,0,0,50.0,13,4,4,25
6122,4,7,26,20.0,0,0,51.8,21,5,20,27,3,15,26,100.0,0,0,48.2,13,6,5,24
6123,4,6,27,66.7,0,0,56.9,13,10,20,25,1,12,38,0.0,0,0,43.1,14,8,7,26
6124,4,8,35,0.0,0,0,,16,9,6,12,1,8,23,0.0,0,0,,9,9,9,10
6125,2,6,32,50.0,0,0,43.1,18,9,16,19,3,4,28,33.3,0,0,56.9,10,9,10,17
6126,4,4,21,0.0,0,0,,19,14,7,34,1,6,26,0.0,0,0,,9,9,2,34
6127,1,12,28,0.0,0,0,39.6,10,6,6,18,2,12,18,0.0,0,0,60.4,16,6,3,48
6128,6,8,30,0.0,0,0,38.6,19,14,10,24,2,6,35,0.0,0,0,61.4,11,13,12,25
6129,4,2,30,66.7,0,0,48.3,10,5,12,21,3,6,27,100.0,0,0,51.7,9,3,13,16
6130,0,12,31,0.0,0,0,50.8,8,9,4,17,2,8,15,20.0,0,0,49.2,21,6,1,19
6131,4,4,24,50.0,0,0,61.8,6,7,5,14,2,4,27,50.0,0,0,38.2,18,3,7,21
6132,1,10,24,0.0,0,0,,15,7,8,28,1,8,25,20.0,0,0,,11,2,9,12
6133,2,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0.0,0,0,0.0,0,0,0,0
6134,1,15,36,0.0,0,0,53.7,16,23,13,38,2,13,33,33.3,0,0,46.3,15,15,11,33
6135,1,9,37,0.0,0,0,63.2,15,11,13,28,3,11,32,0.0,0,0,36.8,23,4,11,30
6136,1,6,24,16.7,0,0,46.0,8,5,15,38,1,12,14,0.0,0,0,54.0,24,2,13,31
6137,3,14,32,28.6,0,0,40.8,16,6,7,36,3,18,32,0.0,0,0,59.2,23,5,1,31
6138,2,4,34,0.0,0,0,47.2,10,10,14,31,0,4,24,0.0,0,0,52.8,11,14,8,24
6139,4,8,46,0.0,0,0,56.8,11,8,8,24,4,8,30,66.7,0,0,43.2,22,6,3,39
6140,4,21,36,14.3,0,0,,15,7,20,26,1,21,24,14.3,0,0,,13,9,12,21
6141,2,12,42,20.0,0,0,58.7,13,15,6,28,3,10,28,16.7,0,0,41.3,14,12,2,40
6142,2,20,24,0.0,0,0,45.6,18,5,9,20,1,16,22,0.0,0,0,54.4,22,3,9,17
6143,5,19,23,0.0,0,0,45.1,15,12,4,14,1,27,26,0.0,0,0,54.9,13,18,10,18
6144,5,4,31,50.0,0,0,,13,7,11,23,4,4,29,0.0,0,0,,11,8,9,23
6145,6,20,36,50.0,0,0,56.0,9,9,11,22,4,38,32,50.0,0,0,44.0,20,3,9,22
6146,1,11,31,0.0,0,0,50.0,12,4,8,10,1,15,18,0.0,0,0,50.0,28,12,5,13
6147,8,16,36,25.0,0,0,,12,3,16,17,3,24,24,16.7,0,0,,13,2,11,15
6148,5,10,35,50.0,0,0,63.5,12,16,4,16,1,6,26,0.0,0,0,36.5,14,3,6,14
6149,0,0,0,0.0,0,0,,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,0
6150,6,9,20,75.0,0,0,50.0,16,11,3,17,3,13,29,50.0,0,0,50.0,10,4,7,10
6151,3,4,33,66.7,0,0,71.4,13,5,17,6,2,6,35,0.0,0,0,28.6,19,7,12,17
6152,2,14,18,33.3,0,0,,14,5,4,21,1,12,29,0.0,0,0,,13,12,3,15
6153,2,10,33,0.0,0,0,,15,5,9,26,5,10,36,33.3,0,0,,13,3,8,21
6154,1,10,33,0.0,0,0,45.8,16,6,13,19,3,12,26,50.0,0,0,54.2,17,11,14,13
6155,2,15,39,25.0,0,0,,12,12,11,10,1,13,19,0.0,0,0,,20,8,7,31
6156,1,16,28,25.0,0,0,63.2,9,7,9,19,7,8,41,12.5,0,0,36.8,19,3,6,13
6157,4,8,34,0.0,0,0,42.6,20,11,17,29,3,2,52,25.0,0,0,57.4,22,7,18,30
6158,2,10,40,0.0,0,0,,23,16,11,20,2,4,24,0.0,0,0,,21,6,8,9
6159,0,6,31,0.0,0,0,43.1,14,2,19,14,3,8,23,0.0,0,0,56.9,13,8,6,14
6160,1,4,28,0.0,0,0,56.9,12,9,8,33,4,0,25,0.0,0,0,43.1,14,6,6,43
6161,5,14,35,66.7,0,0,59.4,16,7,23,24,1,10,37,0.0,0,0,40.6,12,4,6,27
6162,3,8,37,14.3,0,0,42.9,20,5,14,19,3,14,27,0.0,0,0,57.1,16,5,4,16
6163,3,10,32,0.0,0,0,,15,8,9,23,4,10,25,0.0,0,0,,13,1,2,15
6164,5,6,34,40.0,0,0,45.3,17,14,9,21,1,10,24,0.0,0,0,54.7,18,8,6,12
6165,1,10,29,0.0,0,0,58.6,10,30,26,44,5,6,32,40.0,0,0,41.4,17,24,13,11
6166,1,4,38,0.0,0,0,,7,3,10,24,3,8,15,0.0,0,0,,16,2,15,19
6167,1,13,32,0.0,0,0,62.1,19,8,4,23,0,15,22,0.0,0,0,37.9,12,5,5,19
6168,4,6,30,16.7,0,0,47.4,19,11,13,33,3,12,31,0.0,0,0,52.6,14,4,6,22
6169,2,15,33,33.3,0,0,,18,9,14,8,9,11,44,80.0,0,0,,12,6,10,8
6170,1,20,22,0.0,0,0,55.9,23,6,18,29,0,18,35,0.0,0,0,44.1,12,7,16,15
6171,4,6,31,0.0,0,0,63.3,7,4,3,30,6,6,25,33.3,0,0,36.7,15,2,2,22
6172,3,6,20,0.0,0,0,,13,5,9,9,2,8,38,33.3,0,0,,9,12,10,20
6173,2,4,37,50.0,0,0,47.1,9,2,8,13,3,4,29,50.0,0,0,52.9,16,5,5,10
6174,5,8,35,50.0,0,0,57.9,17,11,14,21,4,6,28,66.7,0,0,42.1,16,10,11,29
6175,3,16,29,16.7,0,0,52.2,14,15,13,20,0,26,20,0.0,0,0,47.8,16,13,5,14
6176,3,14,34,50.0,0,0,,8,13,13,27,4,4,42,14.3,0,0,,11,8,10,25
6177,4,23,24,100.0,0,0,45.5,18,3,4,26,1,13,28,0.0,0,0,54.5,11,5,2,15
6178,1,10,33,16.7,0,0,,14,8,10,18,2,12,40,20.0,0,0,,14,2,4,27
6179,3,12,21,20.0,0,0,,0,0,0,0,5,14,25,25.0,0,0,,0,0,0,0
6180,3,18,26,0.0,0,0,,0,0,0,0,4,6,30,25.0,0,0,,0,0,0,0
6181,4,8,23,50.0,0,0,51.1,16,11,7,19,0,8,21,0.0,0,0,48.9,10,6,13,31
6182,2,11,20,0.0,0,0,,0,0,0,0,0,25,23,0.0,0,0,,0,0,0,0
6183,3,15,33,40.0,0,0,,0,0,0,0,4,15,24,40.0,0,0,,0,0,0,0
6184,2,17,24,33.3,0,0,,13,4,22,27,4,21,28,25.0,0,0,,15,3,14,25
6185,1,7,30,0.0,0,0,51.9,10,6,4,30,3,9,31,0.0,0,0,48.1,17,8,3,30
6186,1,2,31,0.0,0,0,,12,7,12,21,1,2,40,0.0,0,0,,11,0,10,17
6187,5,6,45,0.0,0,0,60.0,10,6,9,17,3,8,30,0.0,0,0,40.0,16,4,7,22
6188,4,10,15,33.3,0,0,48.3,19,12,9,30,1,6,26,20.0,0,0,51.7,11,4,9,24
6189,2,4,20,0.0,0,0,56.5,19,11,14,33,2,8,34,50.0,0,0,43.5,12,18,13,41
6190,2,6,29,50.0,0,0,60.7,7,7,11,34,3,4,31,0.0,0,0,39.3,16,4,14,29
6191,4,4,31,100.0,0,0,57.9,17,7,17,24,3,2,32,0.0,0,0,42.1,8,6,12,18
6192,2,8,21,0.0,0,0,,0,0,0,0,2,8,28,0.0,0,0,,0,0,0,0
6193,5,36,40,40.0,0,0,62.2,17,5,0,43,2,34,38,16.7,0,0,37.8,14,5,5,38
6194,1,6,38,0.0,0,0,54.2,7,7,4,18,3,10,25,100.0,0,0,45.8,16,3,17,15
6195,0,4,26,0.0,0,0,56.4,8,8,19,41,4,4,23,0.0,0,0,43.6,11,7,11,34
6196,5,23,45,40.0,0,0,,16,1,13,17,3,19,33,0.0,0,0,,17,0,7,18
6197,4,4,29,0.0,0,0,36.0,17,15,9,20,3,6,27,0.0,0,0,64.0,7,4,7,21
6198,6,6,43,20.0,0,0,50.8,14,10,13,25,3,10,28,0.0,0,0,49.2,10,7,11,23
6199,4,12,33,33.3,0,0,,0,0,0,0,1,18,28,0.0,0,0,,0,0,0,0
6200,0,8,34,0.0,0,0,55.8,11,8,9,12,3,4,28,33.3,0,0,44.2,17,6,3,14
6201,3,15,34,50.0,0,0,48.6,18,11,14,23,6,17,38,25.0,0,0,51.4,11,3,10,15
6202,4,41,32,22.2,0,0,,0,0,0,0,0,45,22,0.0,0,0,,0,0,0,0
6203,2,4,34,0.0,0,0,,24,10,8,41,3,6,33,0.0,0,0,,16,8,7,26
6204,5,6,30,0.0,0,0,,12,9,1,16,2,6,25,33.3,0,0,,7,3,7,21
6205,4,10,31,50.0,0,0,58.2,17,6,11,42,4,8,30,40.0,0,0,41.8,8,1,5,29
6206,1,4,34,0.0,0,0,55.7,17,11,15,23,1,10,34,50.0,0,0,44.3,17,4,12,30
6207,1,12,41,0.0,0,0,34.0,12,12,8,16,3,14,23,20.0,0,0,66.0,17,8,7,16
6208,1,20,25,25.0,0,0,,0,0,0,0,4,20,30,16.7,0,0,,0,0,0,0
6209,5,8,49,0.0,0,0,56.9,17,10,12,26,2,6,21,33.3,0,0,43.1,17,6,13,30
6210,4,16,40,28.6,0,0,,17,6,3,5,3,14,27,12.5,0,0,,21,4,4,15
6211,1,8,39,20.0,0,0,47.7,16,3,14,22,2,10,27,25.0,0,0,52.3,16,4,9,36
6212,3,6,37,0.0,0,0,53.7,16,9,13,27,3,8,30,0.0,0,0,46.3,13,4,3,19
6213,3,6,16,25.0,0,0,,0,0,0,0,3,8,37,33.3,0,0,,0,0,0,0
6214,2,4,23,0.0,0,0,44.1,19,3,11,29,2,19,27,0.0,0,0,55.9,10,1,11,14
6215,3,6,29,0.0,0,0,,0,0,0,0,0,6,19,0.0,0,0,,0,0,0,0
6216,2,6,43,33.3,0,0,54.5,10,9,2,38,2,6,28,33.3,0,0,45.5,23,8,0,34
6217,3,10,27,0.0,0,0,51.8,21,14,11,19,1,4,22,20.0,0,0,48.2,7,6,12,24
6218,1,0,33,0.0,0,0,42.9,11,7,21,19,4,2,40,0.0,0,0,57.1,16,8,13,19
6219,3,17,26,33.3,0,0,45.3,11,3,2,25,0,15,26,0.0,0,0,54.7,13,3,4,32
6220,6,18,24,25.0,0,0,,6,5,12,13,4,12,54,12.5,0,0,,9,4,7,11
6221,4,8,37,0.0,0,0,58.1,13,4,2,26,4,2,35,33.3,0,0,41.9,27,6,2,27
6222,2,8,35,22.2,0,0,,0,0,0,0,3,18,26,25.0,0,0,,0,0,0,0
6223,3,16,32,25.0,0,0,,14,17,11,27,1,12,36,0.0,0,0,,17,11,6,16
6224,1,4,21,0.0,0,0,54.1,8,12,26,12,2,6,25,0.0,0,0,45.9,16,9,17,19
6225,2,15,29,33.3,0,0,,0,0,0,0,4,28,23,0.0,0,0,,0,0,0,0
6226,1,8,28,0.0,0,0,56.9,12,8,15,43,1,8,32,0.0,0,0,43.1,18,4,14,33
6227,2,4,27,0.0,0,0,51.8,18,7,4,23,1,6,22,0.0,0,0,48.2,13,4,12,16
6228,3,4,39,0.0,0,0,57.4,15,2,9,24,5,2,32,50.0,0,0,42.6,17,11,3,23
6229,1,16,28,25.0,0,0,,18,6,11,23,3,10,20,28.6,0,0,,23,1,1,23
6230,4,16,28,0.0,0,0,,11,9,4,26,2,22,24,0.0,0,0,,12,1,5,29
6231,4,10,23,16.7,0,0,48.9,20,11,8,21,1,12,28,0.0,0,0,51.1,13,6,8,22
6232,1,10,28,0.0,0,0,43.3,11,5,10,37,4,4,33,40.0,0,0,56.7,21,6,11,31
6233,2,6,35,0.0,0,0,61.2,20,3,12,18,3,2,33,66.7,0,0,38.8,12,4,7,15
6234,2,31,41,14.3,0,0,,0,0,0,0,2,21,43,14.3,0,0,,0,0,0,0
6235,2,22,37,0.0,0,0,57.9,7,4,11,13,5,24,19,20.0,0,0,42.1,6,5,5,12
6236,2,6,27,0.0,0,0,,15,3,11,21,0,4,24,0.0,0,0,,10,9,7,6
6237,4,6,37,33.3,0,0,67.6,7,11,13,29,1,6,26,0.0,0,0,32.4,15,4,2,24
6238,3,14,25,14.3,0,0,,16,3,3,5,2,16,29,33.3,0,0,,12,3,3,4
6239,2,10,18,0.0,0,0,52.5,20,8,12,15,0,8,32,0.0,0,0,47.5,12,4,10,10
6240,2,20,36,0.0,0,0,,6,6,10,19,3,18,24,25.0,0,0,,24,6,4,4
6241,1,4,20,0.0,0,0,51.9,21,9,14,25,0,4,30,0.0,0,0,48.1,16,7,6,9
6242,4,10,30,0.0,0,0,54.0,8,5,8,21,3,12,33,40.0,0,0,46.0,9,5,3,25
6243,3,12,25,0.0,0,0,,14,3,5,29,1,8,39,20.0,0,0,,6,9,2,28
6244,4,16,31,66.7,0,0,46.2,15,6,10,33,2,20,28,0.0,0,0,53.8,20,6,17,25
6245,1,12,30,0.0,0,0,,0,0,0,0,2,12,24,25.0,0,0,,0,0,0,0
6246,3,4,21,0.0,0,0,,5,10,7,22,1,10,25,0.0,0,0,,11,6,6,20
6247,1,6,25,0.0,0,0,,7,6,7,16,2,6,31,0.0,0,0,,14,12,3,14
6248,3,2,20,20.0,0,0,54.5,24,4,7,24,2,23,24,0.0,0,0,45.5,11,4,3,33
6249,3,8,41,25.0,0,0,49.3,16,10,13,26,3,10,34,0.0,0,0,50.7,19,8,9,23
6250,0,10,21,0.0,0,0,,0,0,0,0,2,14,24,0.0,0,0,,0,0,0,0
6251,4,6,28,33.3,0,0,60.0,5,9,5,26,1,6,35,0.0,0,0,40.0,15,4,5,20
6252,3,19,22,16.7,0,0,,15,11,16,15,2,23,24,25.0,0,0,,11,3,15,20
6253,3,4,42,50.0,0,0,50.0,12,5,10,30,3,8,28,0.0,0,0,50.0,23,4,9,43
6254,4,11,41,16.7,0,0,47.9,19,12,4,16,3,21,36,0.0,0,0,52.1,11,6,2,16
6255,2,4,33,16.7,0,0,,5,6,16,19,7,12,32,0.0,0,0,,24,8,9,16
6256,1,4,32,0.0,0,0,50.0,19,9,9,33,4,6,36,0.0,0,0,50.0,20,7,11,40
6257,4,9,21,33.3,0,0,66.1,22,12,16,16,1,11,29,0.0,0,0,33.9,12,8,10,16
6258,4,18,44,14.3,0,0,47.0,8,10,10,14,3,26,26,0.0,0,0,53.0,10,4,9,15
6259,4,12,40,16.7,0,0,,10,11,7,20,4,14,27,20.0,0,0,,19,9,6,29
6260,0,11,24,0.0,0,0,46.4,13,0,1,15,2,29,23,0.0,0,0,53.6,14,2,1,8
6261,2,10,32,14.3,0,0,,12,1,2,15,7,14,27,20.0,0,0,,20,2,1,12
6262,5,4,51,66.7,0,0,55.2,15,10,11,14,3,6,25,50.0,0,0,44.8,24,6,13,16
6263,1,57,34,33.3,0,0,52.5,13,4,8,24,2,11,21,20.0,0,0,47.5,14,3,9,13
6264,4,28,39,25.0,0,0,,10,4,2,23,2,32,28,0.0,0,0,,9,2,1,31
6265,0,0,25,0.0,0,0,55.6,17,3,22,16,3,4,27,0.0,0,0,44.4,22,6,12,21
6266,0,12,42,0.0,0,0,,9,13,4,25,5,12,23,0.0,0,0,,20,8,5,13
6267,3,8,36,0.0,0,0,39.6,10,2,13,33,5,4,22,25.0,0,0,60.4,15,4,7,29
6268,6,18,39,33.3,0,0,,19,13,11,14,3,50,27,0.0,0,0,,19,6,15,23
6269,4,4,28,33.3,0,0,43.4,9,16,9,15,3,6,30,50.0,0,0,56.6,14,6,2,18
6270,5,8,27,0.0,0,0,51.9,16,4,11,26,1,4,23,0.0,0,0,48.1,6,6,15,12
6271,5,2,30,33.3,0,0,50.0,22,7,6,21,3,6,29,0.0,0,0,50.0,12,9,4,36
6272,4,6,31,75.0,0,0,62.5,10,5,10,26,3,8,28,66.7,0,0,37.5,15,3,7,29
6273,7,48,42,50.0,0,0,,11,5,4,15,2,44,27,10.0,0,0,,7,1,5,15
6274,3,4,31,50.0,0,0,52.3,17,12,10,22,2,8,41,0.0,0,0,47.7,4,6,1,23
6275,2,10,46,28.6,0,0,,9,10,5,23,1,18,21,0.0,0,0,,18,6,7,19
6276,2,23,34,0.0,0,0,,22,4,3,28,5,13,40,25.0,0,0,,6,3,4,18
6277,4,26,31,25.0,0,0,51.8,8,8,11,14,7,22,37,33.3,0,0,48.2,15,9,7,16
6278,3,8,34,25.0,0,0,64.7,12,10,7,18,3,8,33,0.0,0,0,35.3,9,4,4,26
6279,2,6,30,0.0,0,0,40.7,11,3,10,32,1,4,27,0.0,0,0,59.3,14,6,12,33
6280,1,6,22,20.0,0,0,52.3,7,7,5,30,4,10,26,33.3,0,0,47.7,13,6,9,16
6281,2,24,36,100.0,0,0,60.7,7,13,5,30,6,4,37,50.0,0,0,39.3,13,9,7,18
6282,4,10,33,20.0,0,0,,14,8,31,11,1,12,26,25.0,0,0,,17,5,14,11
6283,4,21,26,40.0,0,0,,15,9,10,15,2,14,36,25.0,0,0,,18,11,7,16
6284,1,6,31,0.0,0,0,42.6,10,8,12,31,2,4,19,0.0,0,0,57.4,11,5,3,18
6285,0,17,22,0.0,0,0,,11,4,8,25,3,9,45,16.7,0,0,,8,6,3,12
6286,3,4,19,0.0,0,0,47.8,23,4,16,21,1,0,27,0.0,0,0,52.2,11,6,4,36
6287,2,13,19,25.0,0,0,,16,9,19,3,1,15,32,0.0,0,0,,10,5,8,10
6288,0,10,21,0.0,0,0,50.0,12,3,6,24,4,8,24,25.0,0,0,50.0,19,3,3,37
6289,3,13,28,33.3,0,0,44.4,13,9,11,20,4,11,38,0.0,0,0,55.6,18,17,5,23
6290,3,6,49,0.0,0,0,44.3,7,5,11,38,2,2,33,0.0,0,0,55.7,21,5,3,26
6291,2,13,46,0.0,0,0,,11,2,16,29,3,17,24,50.0,0,0,,16,4,11,23
6292,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0
6293,1,36,21,14.3,0,0,,11,17,8,16,3,34,28,16.7,0,0,,13,11,4,17
6294,0,9,37,0.0,0,0,52.8,6,7,10,12,6,4,24,33.3,0,0,47.2,18,5,6,9
6295,5,4,30,0.0,0,0,40.7,13,8,13,13,4,2,44,0.0,0,0,59.3,21,10,12,27
6296,4,14,29,30.0,0,0,,9,4,7,14,3,20,30,28.6,0,0,,8,3,6,12
6297,2,12,38,0.0,0,0,57.6,10,6,13,44,2,8,31,25.0,0,0,42.4,16,3,4,31
6298,2,14,20,0.0,0,0,,20,5,28,15,1,18,22,16.7,0,0,,9,9,10,14
6299,0,13,24,0.0,0,0,36.7,10,10,8,9,2,13,21,0.0,0,0,63.3,14,8,9,15
6300,5,21,41,50.0,0,0,,0,0,0,0,2,25,24,20.0,0,0,,0,0,0,0
6301,4,8,41,25.0,0,0,44.7,8,12,8,44,1,21,31,0.0,0,0,55.3,9,5,14,39
6302,1,10,32,20.0,0,0,,8,5,12,32,4,12,27,25.0,0,0,,3,13,2,13
6303,4,6,31,0.0,0,0,52.2,16,2,12,39,3,10,33,66.7,0,0,47.8,17,2,9,23
6304,6,8,23,50.0,0,0,,10,4,5,21,1,10,30,0.0,0,0,,7,4,4,18
6305,2,6,22,28.6,0,0,,11,9,35,27,2,16,28,0.0,0,0,,20,7,14,25
6306,2,4,37,16.7,0,0,,25,15,27,22,4,12,24,50.0,0,0,,15,8,11,28
6307,4,14,30,60.0,0,0,50.7,20,5,1,41,1,10,35,0.0,0,0,49.3,7,1,8,49
6308,5,28,40,16.7,0,0,,0,0,0,0,1,26,21,14.3,0,0,,0,0,0,0
6309,1,16,29,0.0,0,0,46.2,15,2,9,21,2,14,32,0.0,0,0,53.8,10,2,5,17
6310,5,6,15,100.0,0,0,53.6,16,4,8,26,1,2,29,33.3,0,0,46.4,18,4,10,25
6311,0,0,0,0.0,0,0,,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,0
6312,6,8,25,75.0,0,0,,17,10,4,18,5,8,47,50.0,0,0,,15,9,2,13
6313,2,9,29,0.0,0,0,42.0,15,5,10,26,1,9,18,0.0,0,0,58.0,13,1,9,19
6314,1,4,23,0.0,0,0,50.9,18,7,7,35,2,2,28,100.0,0,0,49.1,22,6,2,22
6315,2,6,32,0.0,0,0,,5,4,7,14,3,6,27,66.7,0,0,,11,4,12,13
6316,1,8,29,0.0,0,0,,7,7,33,20,0,8,18,0.0,0,0,,12,9,17,31
6317,5,23,22,33.3,0,0,53.4,18,9,15,28,2,17,38,25.0,0,0,46.6,17,10,11,28
6318,5,8,37,28.6,0,0,,8,7,20,29,0,17,28,0.0,0,0,,18,9,7,37
6319,1,10,24,33.3,0,0,60.8,20,5,8,18,4,6,31,20.0,0,0,39.2,13,4,3,14
6320,1,10,28,16.7,0,0,,0,0,0,0,4,12,21,20.0,0,0,,0,0,0,0
6321,1,4,28,0.0,0,0,50.0,17,17,23,19,2,6,48,0.0,0,0,50.0,24,4,13,24
6322,2,16,32,25.0,0,0,56.1,7,4,6,22,1,12,26,0.0,0,0,43.9,16,4,4,14
6323,0,30,21,0.0,0,0,,0,0,0,0,4,14,26,0.0,0,0,,0,0,0,0
6324,3,17,35,28.6,0,0,,14,5,7,19,4,19,27,16.7,0,0,,14,12,11,16
6325,0,6,28,0.0,0,0,,10,11,10,33,3,8,24,50.0,0,0,,23,4,3,16
6326,2,14,23,50.0,0,0,52.3,10,2,12,28,7,8,41,40.0,0,0,47.7,5,3,7,15
6327,5,11,32,14.3,0,0,,21,3,7,13,3,29,21,0.0,0,0,,25,2,7,19
